({{integer 1 10010}}, {{integer 1 10003}}, {{integer 1 233}}, {{float 1000 5000 2}}),
(1302, 6097, 121, 4992.49),
(2447, 4746, 115, 4563.53),
(3518, 1726, 119, 1994.23),
(3493, 19, 13, 1733.93),
(8706, 8917, 37, 3925.74),
(5294, 7047, 19, 2187.27),
(9062, 322, 102, 3532.99),
(7430, 3218, 155, 3298.27),
(2477, 5229, 10, 1693.86),
(7586, 5777, 43, 2717.13),
(5125, 7695, 60, 4374.31),
(9315, 7429, 33, 4384.73),
(2043, 2607, 55, 1246.58),
(9681, 2896, 179, 1583.70),
(4025, 8332, 193, 3592.43),
(6026, 284, 36, 4689.76),
(2410, 8509, 95, 4226.76),
(5424, 8041, 75, 2507.42),
(5589, 9764, 67, 2475.81),
(7700, 8106, 96, 4396.59),
(9610, 138, 203, 1269.60),
(1104, 3474, 208, 3623.00),
(8980, 404, 198, 3618.73),
(1886, 9458, 45, 4849.88),
(8197, 2918, 133, 1797.60),
(4631, 6408, 143, 2116.25),
(7919, 3453, 168, 1003.84),
(7564, 3672, 120, 3216.86),
(3098, 365, 49, 3277.06),
(8997, 1431, 30, 2258.19),
(1118, 5964, 220, 2779.39),
(7874, 2844, 106, 2585.76),
(3786, 1831, 182, 1460.09),
(1607, 3863, 204, 1794.76),
(918, 400, 114, 2043.14),
(2241, 5449, 216, 1514.64),
(3073, 7500, 209, 1123.18),
(7070, 8610, 81, 3303.17),
(748, 626, 167, 1692.26),
(1427, 8654, 114, 3692.75),
(3077, 3747, 38, 4120.05),
(3499, 630, 214, 2273.06),
(8658, 2795, 226, 4764.05),
(344, 6894, 112, 4482.07),
(7387, 9129, 121, 1215.40),
(7110, 3551, 191, 3580.61),
(4940, 9533, 196, 4733.42),
(5247, 487, 166, 3159.39),
(2329, 8241, 91, 2103.68),
(2041, 5409, 123, 3984.96),
(3624, 7926, 85, 3683.87),
(3533, 9929, 68, 4379.14),
(7265, 699, 186, 2893.22),
(6685, 3396, 100, 4290.84),
(8927, 1316, 50, 2361.22),
(7723, 875, 124, 3828.00),
(2065, 7900, 200, 1282.52),
(7284, 7831, 128, 3808.75),
(8061, 1066, 157, 3681.28),
(6074, 8565, 80, 1227.05),
(5830, 9929, 28, 4207.36),
(3101, 6193, 93, 3259.20),
(2159, 8213, 63, 3939.09),
(4483, 4144, 15, 1770.76),
(6639, 603, 85, 4798.09),
(6624, 66, 162, 1699.57),
(8339, 2869, 129, 1279.37),
(59, 861, 131, 4364.26),
(2475, 1470, 201, 4797.73),
(2391, 5685, 61, 4958.47),
(6168, 2075, 14, 2854.91),
(9629, 9570, 216, 1074.28),
(4832, 6859, 71, 2998.75),
(4581, 617, 31, 1321.35),
(5746, 9893, 14, 2325.27),
(3924, 9859, 153, 4605.65),
(6925, 5222, 209, 3776.35),
(2777, 3580, 79, 2509.45),
(9745, 4745, 199, 1160.06),
(4384, 9376, 224, 1860.15),
(9255, 1248, 210, 4261.83),
(4846, 4548, 161, 4498.12),
(3259, 475, 92, 2782.23),
(4189, 4779, 108, 4150.34),
(1029, 1135, 141, 2015.70),
(4960, 2229, 159, 2903.58),
(3508, 6437, 206, 2393.79),
(3924, 6047, 17, 2492.62),
(9189, 9140, 125, 1491.86),
(3449, 2761, 37, 3013.95),
(3982, 751, 207, 3290.74),
(2861, 2274, 100, 4484.73),
(4494, 360, 149, 2527.42),
(1845, 2134, 118, 3378.10),
(9541, 3185, 39, 2897.57),
(6979, 6063, 152, 1970.66),
(3850, 2493, 210, 1916.30),
(6761, 1655, 63, 1528.28),
(8856, 7327, 138, 1531.22),
(7036, 6702, 184, 3119.05),
(5206, 8921, 90, 1616.12),
(133, 8226, 175, 4707.14),
(5497, 4982, 179, 2725.69),
(9599, 4419, 128, 2146.44),
(4951, 2805, 184, 4192.73),
(5705, 962, 97, 4084.49),
(641, 4206, 126, 3952.50),
(3511, 6610, 141, 1408.61),
(717, 6099, 11, 3789.76),
(7449, 483, 41, 1684.94),
(8732, 293, 211, 4740.77),
(8155, 8025, 123, 2710.61),
(1131, 9865, 11, 1924.64),
(2434, 5114, 8, 2931.98),
(7623, 5124, 16, 3610.94),
(8941, 6059, 135, 3622.94),
(7023, 6219, 23, 1767.65),
(4530, 3734, 5, 2621.76),
(9024, 4297, 131, 4990.57),
(9402, 67, 46, 3405.48),
(9080, 8601, 21, 1308.91),
(3497, 6653, 108, 1896.13),
(9493, 1484, 124, 2700.78),
(7321, 6637, 222, 2163.04),
(6133, 3752, 156, 2863.22),
(6538, 7297, 157, 4588.33),
(5567, 7596, 205, 1830.04),
(8730, 1745, 66, 4075.08),
(3639, 554, 148, 1437.23),
(5224, 5761, 49, 3788.03),
(450, 4998, 119, 1052.60),
(7161, 6889, 176, 2219.04),
(9390, 2571, 151, 1874.43),
(7673, 8198, 160, 3108.65),
(3171, 4672, 187, 1232.23),
(540, 9545, 15, 2732.62),
(8758, 7162, 20, 4420.98),
(2017, 9225, 111, 3032.93),
(9997, 2404, 7, 2784.67),
(9570, 4049, 84, 3589.37),
(1979, 2498, 184, 1691.81),
(2797, 6447, 54, 1789.65),
(30, 2820, 224, 3326.34),
(9922, 3430, 29, 2459.88),
(3326, 1963, 65, 2010.29),
(9155, 9863, 115, 3955.60),
(2573, 777, 62, 1188.48),
(4920, 763, 118, 2460.00),
(5791, 5720, 123, 1131.89),
(2148, 1317, 127, 3800.67),
(1772, 5849, 154, 3432.86),
(6001, 2363, 226, 1019.65),
(4192, 553, 34, 1840.02),
(764, 6046, 72, 4485.14),
(7434, 6827, 13, 1012.17),
(9993, 9229, 32, 2062.17),
(974, 4893, 128, 4083.27),
(2095, 3665, 199, 2760.12),
(8691, 7900, 8, 3282.72),
(8800, 1340, 6, 2830.60),
(4809, 4792, 70, 1184.92),
(3926, 51, 161, 2366.52),
(8166, 9235, 186, 2325.77),
(5799, 4418, 22, 2401.50),
(3983, 86, 164, 4822.08),
(7145, 4644, 136, 3232.10),
(8515, 6533, 167, 2929.34),
(1318, 5464, 12, 1527.70),
(1232, 8985, 116, 4802.16),
(8314, 5282, 16, 4979.23),
(6542, 7888, 192, 3476.82),
(6750, 7352, 136, 3126.80),
(2734, 6548, 168, 4061.85),
(4129, 859, 123, 1028.62),
(71, 198, 146, 2835.72),
(5025, 7414, 180, 1024.80),
(9196, 8183, 231, 1880.97),
(4775, 2820, 128, 3632.93),
(7391, 2315, 186, 1406.26),
(9510, 4925, 107, 1221.34),
(6276, 4158, 184, 3778.95),
(156, 4299, 184, 1249.47),
(3607, 8944, 178, 4261.62),
(5847, 9160, 204, 3593.44),
(7286, 8654, 23, 4724.96),
(9700, 8585, 179, 2404.88),
(9835, 1030, 89, 2717.52),
(9462, 4478, 206, 3711.06),
(7855, 5837, 13, 2113.29),
(2709, 6498, 207, 2213.71),
(9726, 3969, 173, 2059.07),
(3042, 4708, 157, 1848.53),
(9175, 35, 137, 4057.68),
(3576, 3037, 131, 2253.75),
(3861, 4489, 229, 2198.12),
(6761, 4227, 126, 2048.53),
(1252, 6301, 175, 2961.86),
(7850, 303, 25, 2975.72),
(7819, 7679, 149, 1372.18),
(5304, 8313, 75, 3986.75),
(1566, 6270, 48, 4378.87),
(7396, 6121, 82, 1908.06),
(6897, 2047, 31, 4426.27),
(3781, 6054, 185, 2963.83),
(1612, 6039, 105, 4276.89),
(6239, 9065, 140, 1590.18),
(8874, 2335, 76, 3690.17),
(1380, 6256, 213, 2823.01),
(8960, 1872, 228, 2100.15),
(4793, 5657, 87, 4028.38),
(9175, 9334, 228, 3751.00),
(225, 5325, 178, 3232.71),
(6029, 4877, 202, 2614.07),
(6897, 6647, 84, 1745.93),
(7892, 7174, 114, 3985.55),
(251, 9572, 9, 2115.14),
(6957, 9612, 210, 4049.67),
(1388, 6142, 205, 1192.37),
(3889, 8855, 204, 2343.42),
(9453, 2546, 153, 1862.48),
(3204, 9277, 105, 4127.01),
(3033, 923, 92, 4517.13),
(187, 9651, 109, 1407.40),
(1639, 9747, 142, 2438.77),
(3346, 7668, 65, 3531.90),
(2672, 5605, 101, 1441.63),
(8302, 6586, 75, 1387.62),
(2596, 4282, 13, 2609.85),
(16, 2059, 20, 1932.19),
(1063, 6708, 187, 3050.25),
(3321, 4896, 26, 4150.65),
(6289, 8658, 93, 2776.76),
(6901, 3023, 67, 1414.80),
(9409, 6241, 42, 2710.08),
(7342, 6977, 213, 3518.24),
(5256, 982, 229, 3376.66),
(4832, 5915, 77, 4445.64),
(2998, 2548, 42, 4463.24),
(1607, 3507, 49, 1511.80),
(5483, 9193, 197, 3398.28),
(1986, 2214, 208, 3853.96),
(220, 685, 93, 1393.17),
(7744, 7055, 232, 4384.60),
(7680, 8079, 169, 4196.44),
(4138, 1365, 70, 3621.90),
(8311, 5788, 211, 4578.29),
(8843, 8061, 126, 1827.21),
(6592, 2110, 184, 2020.87),
(5996, 6175, 228, 4578.20),
(6869, 248, 174, 4981.73),
(6546, 2292, 104, 1816.13),
(9260, 8322, 172, 4339.51),
(1829, 6672, 126, 2874.95),
(1141, 4868, 123, 3366.53),
(6737, 7830, 123, 1486.08),
(8243, 8902, 115, 3315.33),
(4422, 5760, 199, 1693.40),
(1308, 6868, 93, 1453.33),
(6510, 1407, 6, 4072.82),
(3225, 7919, 219, 3540.00),
(7606, 7203, 130, 2106.47),
(6875, 6001, 117, 3801.48),
(8036, 2736, 146, 2641.83),
(4735, 7467, 170, 1192.54),
(4394, 4574, 75, 3625.77),
(205, 9378, 87, 4570.36),
(1151, 6143, 6, 4208.10),
(1491, 9552, 151, 4465.53),
(6794, 8472, 152, 2717.73),
(9223, 6231, 87, 3921.07),
(4559, 3017, 124, 2621.61),
(6183, 6847, 36, 2108.51),
(7988, 2232, 56, 4722.71),
(7064, 6661, 59, 2563.51),
(9356, 1792, 48, 1336.27),
(6341, 2889, 94, 4485.18),
(6270, 6855, 109, 2659.74),
(8116, 5340, 215, 4504.76),
(8433, 5972, 70, 4430.98),
(3211, 9920, 208, 4468.65),
(7063, 1035, 20, 3026.59),
(4092, 9995, 1, 4058.18),
(1058, 6235, 121, 4899.14),
(3365, 9096, 117, 2371.21),
(253, 3102, 113, 3779.76),
(483, 6585, 79, 2860.58),
(1854, 4466, 87, 3320.98),
(5328, 9662, 183, 4703.88),
(9389, 2586, 77, 1206.58),
(7705, 2814, 115, 1502.72),
(8173, 9273, 201, 1198.67),
(4668, 5760, 19, 1959.90),
(255, 7463, 162, 4146.49),
(8609, 9436, 131, 3804.30),
(2097, 5301, 190, 4426.99),
(4654, 9453, 6, 2455.41),
(9407, 7282, 223, 3046.98),
(7988, 507, 104, 3922.00),
(9228, 1614, 121, 4583.59),
(6734, 434, 85, 3009.98),
(2570, 6061, 20, 3091.64),
(8395, 9959, 30, 3814.65),
(2719, 5417, 58, 3712.77),
(1738, 2971, 203, 4991.70),
(7263, 8607, 99, 2049.30),
(9761, 659, 228, 3961.31),
(807, 488, 230, 4908.01),
(2782, 9942, 27, 4344.66),
(5604, 2581, 168, 2897.04),
(2285, 8232, 7, 2694.51),
(5636, 3819, 180, 1413.55),
(3469, 7770, 156, 3609.59),
(7046, 644, 148, 3021.04),
(6312, 1129, 195, 2296.11),
(5606, 3231, 76, 1769.36),
(7316, 538, 12, 1459.83),
(3685, 1127, 26, 4445.92),
(2063, 6815, 162, 2310.40),
(9682, 7221, 9, 3874.61),
(2194, 3893, 30, 2549.99),
(7048, 6577, 5, 1518.29),
(1334, 5199, 164, 2196.09),
(9696, 5340, 68, 4178.52),
(3131, 5489, 70, 1574.40),
(1848, 3697, 161, 2643.11),
(6100, 3378, 230, 1188.93),
(9139, 1377, 92, 4174.01),
(93, 8141, 174, 2964.39),
(7252, 6190, 14, 4592.22),
(7944, 2686, 16, 1393.04),
(937, 8817, 231, 1959.37),
(2797, 1383, 76, 3263.39),
(7874, 8116, 222, 2919.15),
(1365, 1926, 224, 3394.93),
(1612, 2409, 31, 2085.07),
(8993, 4028, 2, 1470.44),
(4478, 9747, 229, 1789.43),
(2084, 9755, 121, 4997.19),
(8344, 8223, 109, 1967.76),
(399, 1828, 18, 2754.69),
(6853, 4355, 181, 3653.79),
(6733, 9854, 32, 4617.19),
(6500, 5979, 92, 4388.88),
(3877, 5360, 80, 2014.56),
(7342, 5861, 56, 1382.54),
(3813, 953, 36, 1179.05),
(189, 6300, 209, 4118.27),
(6216, 8898, 159, 4595.66),
(5188, 9299, 179, 1331.39),
(2280, 7025, 125, 4971.42),
(1752, 3565, 232, 1342.48),
(67, 5588, 92, 2617.32),
(7096, 144, 177, 3947.15),
(9199, 399, 171, 3978.54),
(5572, 702, 119, 3833.85),
(7596, 2738, 160, 1625.22),
(1516, 7207, 195, 2475.56),
(4628, 157, 85, 3842.37),
(2771, 6774, 92, 1006.36),
(9007, 2523, 206, 2830.50),
(8449, 7303, 173, 3579.37),
(8653, 4588, 61, 4269.08),
(4126, 6207, 172, 1931.77),
(4670, 627, 64, 3366.85),
(7026, 4927, 76, 1276.92),
(7884, 3102, 97, 1518.00),
(7507, 6496, 13, 2339.00),
(7246, 1306, 173, 1544.21),
(2951, 662, 8, 4182.09),
(4808, 435, 204, 3855.36),
(3862, 4806, 44, 2579.44),
(7772, 9125, 201, 2645.14),
(8424, 7991, 150, 2953.13),
(3417, 5130, 77, 3350.81),
(1263, 9509, 122, 4813.62),
(4383, 724, 71, 2350.57),
(4647, 9091, 204, 4186.22),
(9630, 1915, 5, 1525.44),
(6273, 7517, 232, 1408.80),
(5831, 5315, 25, 3110.04),
(9227, 1883, 209, 2967.21),
(4587, 4270, 211, 1789.76),
(8942, 9972, 139, 3773.94),
(618, 6950, 197, 1602.01),
(1324, 8210, 83, 3974.30),
(6038, 688, 189, 3289.85),
(8399, 1439, 84, 3084.88),
(6619, 8557, 46, 2088.27),
(658, 4661, 52, 4107.32),
(4247, 2831, 77, 3101.16),
(3432, 2818, 188, 4444.51),
(4100, 5399, 78, 4135.73),
(6708, 7679, 138, 4177.66),
(1415, 5429, 70, 2131.95),
(5651, 4185, 62, 4048.06),
(3949, 6655, 137, 4016.52),
(1097, 7329, 174, 2969.17),
(8417, 6771, 207, 3842.94),
(2154, 4360, 72, 2761.83),
(9572, 2381, 97, 1686.97),
(3780, 7471, 72, 3416.39),
(358, 6679, 95, 2407.32),
(2656, 4947, 100, 1008.80),
(8183, 6459, 2, 4808.40),
(4137, 963, 157, 1110.89),
(9335, 4170, 214, 2286.09),
(8831, 3545, 165, 3647.55),
(7914, 2607, 58, 1610.16),
(8210, 8255, 154, 1466.02),
(9132, 6860, 209, 3177.79),
(1555, 358, 56, 4331.53),
(7446, 5051, 202, 3703.98),
(4539, 4596, 131, 1594.15),
(2343, 7496, 126, 3354.84),
(9773, 720, 119, 3809.09),
(789, 4126, 92, 2070.81),
(2319, 6280, 125, 1558.81),
(8362, 357, 100, 2281.49),
(3290, 9895, 92, 4639.93),
(1577, 2042, 7, 2428.56),
(4472, 4834, 202, 3277.30),
(7858, 1677, 199, 2024.90),
(8012, 8128, 223, 2194.63),
(2708, 8191, 137, 4052.11),
(3709, 9476, 37, 4749.19),
(7360, 5294, 26, 3953.48),
(9932, 6474, 229, 2961.43),
(5179, 6188, 118, 2817.44),
(3120, 5925, 88, 3246.30),
(9294, 4910, 53, 3902.33),
(8474, 745, 70, 2792.31),
(5053, 8285, 74, 4802.02),
(1520, 2182, 212, 3751.98),
(5769, 5259, 175, 4144.68),
(7325, 7713, 37, 1793.54),
(5128, 7187, 140, 1479.15),
(1548, 8555, 226, 1937.31),
(5619, 6039, 223, 1839.31),
(4098, 7665, 95, 2961.66),
(7897, 7305, 179, 2734.04),
(3310, 828, 109, 4491.02),
(5213, 1828, 2, 4196.17),
(5798, 5580, 182, 4613.52),
(3789, 3260, 41, 2396.36),
(399, 5256, 116, 3603.44),
(2108, 1617, 109, 1641.30),
(123, 1745, 151, 1141.65),
(7218, 7287, 194, 1510.46),
(8308, 384, 220, 2963.67),
(5147, 8891, 128, 4980.12),
(4881, 1032, 178, 2015.91),
(2805, 286, 214, 3183.63),
(2299, 7126, 121, 1106.73),
(618, 3457, 2, 3848.29),
(4886, 9413, 190, 3956.93),
(2161, 2925, 9, 3855.76),
(1957, 8033, 45, 2512.16),
(4388, 705, 77, 4369.17),
(1438, 7316, 122, 2481.16),
(5442, 8133, 55, 2852.41),
(7242, 1267, 113, 1466.95),
(1189, 6895, 169, 4751.42),
(9327, 9128, 62, 4275.49),
(5345, 6010, 200, 4300.82),
(1582, 3949, 98, 1866.41),
(2048, 278, 71, 3459.69),
(7122, 5339, 70, 3704.18),
(6597, 43, 80, 2928.03),
(3502, 5823, 218, 3095.78),
(8274, 694, 17, 3318.25),
(1980, 4770, 180, 2707.81),
(5057, 5099, 51, 2685.22),
(3044, 345, 196, 4912.14),
(9481, 3621, 120, 1395.37),
(5532, 6575, 32, 4976.45),
(120, 9256, 51, 2979.11),
(3581, 236, 47, 2373.75),
(2624, 9439, 154, 2990.39),
(2917, 103, 204, 1740.07),
(7387, 5961, 155, 3832.35),
(1104, 3891, 219, 1949.63),
(2120, 6765, 87, 4428.48),
(223, 7592, 84, 1612.22),
(9276, 7041, 11, 1672.90),
(2279, 9039, 180, 4566.60),
(5673, 913, 120, 4811.55),
(6163, 9010, 218, 3966.71),
(3935, 8141, 169, 2833.14),
(6400, 7348, 161, 1104.36),
(2526, 8012, 169, 1388.59),
(969, 8885, 135, 4176.34),
(197, 6559, 43, 3023.07),
(2528, 2189, 77, 3128.44),
(8945, 1790, 228, 3818.24),
(5742, 4572, 89, 1668.20),
(150, 2254, 143, 3636.57),
(7072, 6313, 188, 2501.94),
(1706, 2515, 222, 4357.52),
(7078, 4455, 225, 2015.45),
(2994, 3939, 12, 2175.58),
(1311, 59, 124, 4471.67),
(534, 8835, 206, 1198.88),
(1915, 3818, 86, 2408.82),
(8143, 8042, 59, 2791.29),
(8778, 2414, 83, 3508.77),
(9055, 1323, 8, 4833.30),
(7277, 3529, 211, 2823.27),
(5264, 7736, 190, 1905.68),
(8261, 5794, 34, 2134.88),
(9436, 5683, 38, 3481.51),
(1055, 4053, 4, 4893.79),
(7038, 7043, 211, 4998.52),
(2953, 418, 64, 1938.20),
(6104, 6126, 35, 2917.56),
(2927, 6205, 232, 1315.22),
(8982, 4321, 137, 1187.11),
(2819, 6379, 113, 3778.28),
(6266, 2152, 183, 4838.17),
(1313, 5572, 62, 2426.22),
(8434, 4622, 54, 1718.81),
(5403, 7100, 172, 3878.34),
(7343, 9398, 190, 4616.74),
(3933, 5240, 108, 2487.94),
(7432, 5444, 16, 4031.92),
(7276, 637, 48, 3183.93),
(4061, 8434, 231, 2273.75),
(684, 4471, 72, 3131.97),
(2406, 1869, 216, 2321.27),
(5464, 3493, 156, 4048.96),
(709, 8428, 216, 4136.88),
(4248, 5983, 138, 4212.61),
(5837, 9959, 26, 1986.74),
(2581, 2326, 70, 1866.85),
(1289, 9357, 126, 3380.31),
(7423, 7828, 111, 2764.40),
(950, 1604, 151, 3986.46),
(4231, 3098, 136, 1659.27),
(225, 5556, 126, 3393.31),
(153, 4529, 13, 1689.30),
(5730, 6507, 160, 2495.91),
(7169, 5086, 45, 2786.20),
(3248, 556, 41, 4935.67),
(7970, 5234, 232, 2066.50),
(513, 1954, 177, 2167.49),
(9130, 5025, 59, 4904.38),
(4902, 5520, 203, 1763.56),
(9127, 1141, 89, 3948.71),
(8049, 8150, 80, 1256.90),
(6498, 1977, 114, 4414.60),
(7539, 3168, 10, 3213.07),
(619, 5093, 196, 1747.82),
(9678, 5717, 61, 1385.36),
(6359, 6560, 50, 2848.67),
(745, 2249, 56, 3562.43),
(7338, 8491, 93, 2675.38),
(6987, 3829, 217, 3506.51),
(5740, 9316, 231, 1270.78),
(1159, 3077, 8, 4667.34),
(9866, 9722, 65, 4568.24),
(4109, 4434, 30, 2965.82),
(9252, 1820, 70, 2900.93),
(4141, 4825, 50, 2421.45),
(6744, 3359, 131, 2300.14),
(159, 9873, 128, 3889.64),
(8132, 8173, 51, 4535.29),
(3346, 238, 199, 4203.27),
(8102, 2121, 132, 2750.55),
(2334, 15, 48, 1282.32),
(4912, 4676, 232, 3655.66),
(1849, 17, 182, 1176.46),
(3861, 6897, 71, 2219.92),
(7068, 8623, 53, 3260.27),
(3911, 4071, 3, 3112.82),
(1886, 5707, 211, 2187.68),
(7520, 199, 187, 3278.07),
(6249, 9059, 116, 3618.06),
(9717, 1649, 158, 3319.52),
(4873, 1891, 69, 3261.93),
(1585, 2553, 224, 3568.40),
(6121, 542, 20, 3893.73),
(5176, 1423, 99, 1041.02),
(6847, 4815, 195, 4962.44),
(9613, 3751, 174, 4994.25),
(573, 3253, 182, 4781.08),
(9723, 77, 160, 4709.66),
(2174, 2224, 112, 1391.70),
(1185, 2340, 58, 2145.10),
(2421, 1261, 29, 3387.95),
(8945, 3468, 17, 2089.63),
(8132, 1817, 88, 1013.65),
(777, 4082, 209, 2276.67),
(1513, 2397, 66, 2684.81),
(9172, 5981, 154, 3081.31),
(3460, 4253, 146, 3978.82),
(8127, 2313, 21, 4736.10),
(7196, 687, 102, 1821.30),
(402, 9853, 65, 2423.26),
(1440, 3071, 212, 2557.51),
(6938, 8529, 204, 3328.46),
(1564, 185, 127, 4186.95),
(924, 8297, 42, 4703.80),
(5647, 9251, 224, 1770.19),
(9016, 2986, 92, 2219.19),
(7700, 7964, 39, 2491.87),
(3187, 633, 146, 3764.66),
(9570, 5355, 162, 1218.26),
(1194, 4615, 143, 2361.98),
(2596, 7406, 2, 3483.36),
(9684, 3230, 232, 3595.79),
(5868, 1823, 201, 3322.35),
(9515, 4922, 78, 2323.64),
(3833, 708, 93, 2652.91),
(845, 9716, 123, 2172.19),
(52, 1000, 23, 3021.75),
(5372, 7730, 143, 3804.09),
(4035, 5443, 21, 3645.82),
(4962, 3040, 138, 4719.65),
(9807, 7086, 117, 4380.03),
(1228, 1258, 204, 1161.16),
(9029, 6100, 8, 2926.75),
(2058, 4641, 161, 1267.29),
(2824, 9933, 157, 4469.81),
(634, 2974, 140, 4096.09),
(4814, 3486, 212, 2226.87),
(3720, 1819, 75, 2344.23),
(7123, 9992, 179, 4917.08),
(4316, 1854, 104, 2894.28),
(30, 6241, 118, 4994.35),
(1859, 2855, 33, 4056.34),
(3836, 9923, 41, 1244.96),
(9036, 8035, 127, 1430.99),
(3205, 3588, 29, 3705.26),
(5144, 1449, 78, 4842.53),
(2739, 9417, 149, 4046.01),
(9932, 2535, 86, 2567.65),
(6660, 4040, 57, 1069.04),
(7018, 6387, 214, 4229.68),
(5772, 9807, 56, 3702.40),
(3789, 4518, 203, 2979.68),
(2668, 9701, 179, 2931.81),
(395, 1345, 9, 3217.95),
(4997, 2697, 75, 4310.54),
(2040, 4568, 191, 2692.54),
(3162, 2903, 121, 1901.92),
(9303, 6927, 141, 1043.52),
(2355, 2832, 154, 2792.67),
(3597, 1937, 231, 3254.86),
(2098, 3842, 156, 3790.98),
(4606, 6477, 147, 1610.56),
(4413, 3671, 104, 1622.37),
(5577, 6494, 46, 2392.36),
(3445, 1953, 144, 4212.22),
(7593, 1560, 150, 1803.74),
(558, 8049, 116, 1074.56),
(9805, 4787, 96, 3064.08),
(9757, 8885, 174, 4962.89),
(5775, 4805, 202, 3150.44),
(6411, 4789, 13, 4419.88),
(5633, 733, 29, 4743.35),
(8926, 3644, 118, 1249.46),
(86, 5616, 223, 4815.70),
(9540, 1376, 114, 3643.31),
(8461, 2271, 28, 2430.67),
(7050, 2610, 142, 2016.60),
(7951, 4934, 194, 1930.34),
(8084, 7284, 28, 3721.79),
(4762, 2026, 170, 1869.47),
(4301, 3306, 176, 4420.72),
(4497, 3956, 132, 1874.85),
(8591, 431, 115, 4038.97),
(3632, 9215, 15, 1201.28),
(2719, 3249, 225, 4659.46),
(2856, 677, 192, 1555.15),
(9390, 7964, 136, 1406.06),
(2995, 4435, 213, 3412.79),
(1881, 3130, 58, 3291.75),
(7289, 2620, 144, 1510.86),
(1184, 5082, 113, 3329.38),
(9667, 2265, 85, 3888.17),
(5025, 8955, 144, 1909.85),
(449, 9746, 189, 2356.87),
(2341, 5466, 175, 1396.21),
(4083, 3414, 150, 2652.59),
(5929, 7292, 33, 3351.14),
(8445, 8730, 226, 4041.82),
(8781, 8094, 93, 4060.19),
(80, 8157, 215, 4937.17),
(8345, 4807, 150, 3902.50),
(4275, 1234, 178, 3255.92),
(6485, 3059, 155, 2461.78),
(3681, 2889, 197, 1893.55),
(1674, 8133, 4, 4739.91),
(8329, 6684, 113, 3455.88),
(1887, 9356, 105, 1712.21),
(9243, 1249, 208, 4085.28),
(3514, 9398, 196, 2212.01),
(4155, 3252, 90, 2135.82),
(1041, 9790, 177, 3722.06),
(2647, 8349, 108, 1938.10),
(6558, 6385, 212, 3917.66),
(2278, 2028, 158, 4128.77),
(7886, 79, 122, 3632.07),
(7772, 4666, 179, 4416.00),
(1458, 9290, 62, 3307.52),
(7409, 4955, 114, 3174.36),
(2605, 3783, 144, 1989.34),
(7592, 2544, 59, 4290.23),
(3531, 4443, 19, 3279.71),
(5117, 4398, 38, 2094.84),
(7801, 9873, 160, 4221.07),
(7921, 8948, 188, 3085.24),
(9045, 6463, 228, 1458.54),
(2612, 9942, 207, 1419.07),
(1404, 7728, 54, 1160.26),
(5004, 931, 188, 4381.25),
(4727, 4324, 159, 4947.22),
(7443, 7047, 126, 1794.46),
(8868, 5347, 106, 2604.83),
(9066, 4048, 35, 2221.98),
(7184, 4678, 208, 4839.33),
(5103, 5620, 124, 4564.29),
(3902, 7960, 54, 1015.23),
(4457, 2830, 51, 2188.30),
(610, 7685, 51, 4215.88),
(1552, 3003, 174, 1622.09),
(6327, 5415, 25, 1085.79),
(8018, 1651, 93, 4998.32),
(9021, 1818, 129, 3305.63),
(5540, 5889, 185, 3917.28),
(1635, 4431, 51, 4468.05),
(9959, 5010, 133, 3295.83),
(2754, 8335, 107, 4372.46),
(2353, 3717, 134, 3088.26),
(4977, 2405, 46, 4990.95),
(7460, 4992, 140, 3865.94),
(2151, 8157, 76, 2897.51),
(5323, 7917, 26, 4916.45),
(6253, 8905, 174, 1258.24),
(6963, 5988, 188, 1615.92),
(2917, 1549, 30, 4234.00),
(1566, 269, 160, 4476.78),
(4800, 168, 12, 4713.87),
(5316, 8313, 168, 4363.45),
(2942, 7243, 108, 2992.05),
(5199, 9503, 174, 4754.20),
(1384, 7843, 129, 1461.98),
(1622, 6920, 117, 2368.97),
(6087, 3820, 12, 2683.73),
(6608, 997, 8, 2738.46),
(3440, 3239, 183, 4002.55),
(58, 3087, 139, 2128.80),
(9125, 5308, 57, 3419.78),
(3426, 3904, 170, 4683.55),
(9024, 2043, 224, 4302.26),
(5615, 1711, 129, 4896.84),
(6731, 7090, 54, 1790.38),
(2587, 4172, 227, 3606.53),
(1061, 6067, 227, 1420.84),
(4160, 6798, 144, 3497.12),
(6533, 9136, 161, 3374.56),
(5118, 7983, 169, 3156.51),
(4752, 217, 52, 2320.59),
(7797, 4703, 166, 3044.62),
(9093, 7446, 90, 2521.77),
(7982, 9980, 160, 3279.59),
(3426, 1806, 123, 4118.74),
(5747, 9054, 141, 2314.94),
(8848, 2974, 30, 3465.08),
(2929, 406, 163, 1508.95),
(9169, 5962, 213, 2354.40),
(7661, 7885, 101, 1817.79),
(2839, 8893, 137, 1608.46),
(5096, 2722, 125, 4879.09),
(2137, 5825, 229, 1215.88),
(6973, 3985, 129, 2417.91),
(4738, 9198, 85, 1117.78),
(535, 1083, 146, 2268.05),
(7744, 6601, 163, 4710.58),
(5819, 3353, 34, 4244.36),
(8219, 4014, 42, 2340.35),
(1840, 8546, 93, 1265.50),
(6424, 6587, 187, 3958.55),
(6651, 7935, 158, 3126.30),
